 0--1         0->1
 55--41         55->47->46->45->44->43->42->41
 55--42         55->47->46->45->44->43->42
 55--43         55->47->46->45->44->43
 55--44         55->47->46->45->44
 55--45         55->47->46->45
 55--46         55->47->46
 55--47         55->47
 55--48         55->54->53->52->51->50->49->48
 55--49         55->54->53->52->51->50->49
 55--50         55->54->53->52->51->50
 55--51         55->54->53->52->51
 55--52         55->54->53->52
 55--53         55->54->53
 55--54         55->54
 55--56         55->63->62->61->60->59->58->57->56
 55--57         55->63->62->61->60->59->58->57
 55--58         55->63->62->61->60->59->58
 55--59         55->63->62->61->60->59
 55--60         55->63->62->61->60
 55--61         55->63->62->61
 55--62         55->63->62
 55--63         55->63
 56--0         56->48->40->32->24->16->8->0
 56--1         56->48->40->32->24->16->8->0->1
 56--2         56->48->40->32->24->16->8->0->1->2
 56--4         56->48->40->32->24->16->8->9->10->11->12->4
 56--5         56->48->40->32->24->16->8->9->10->11->12->4->5
 56--6         56->48->40->32->24->16->8->9->10->11->12->4->5->6
 56--7         56->48->40->32->24->16->8->9->10->11->12->4->5->6->7
 56--8         56->48->40->32->24->16->8
 56--9         56->48->40->32->24->16->8->9
 56--10         56->48->40->32->24->16->8->9->10
 56--11         56->48->40->32->24->16->8->9->10->11
 56--12         56->48->40->32->24->16->8->9->10->11->12
 56--13         56->48->40->32->24->16->8->9->10->11->12->13
 56--14         56->48->40->32->24->16->8->9->10->11->12->13->14
 56--15         56->48->40->32->24->16->8->9->10->11->12->13->14->15
 56--16         56->48->40->32->24->16
 56--17         56->48->40->32->24->16->17
 56--19         56->48->40->32->24->25->26->27->19
 56--20         56->48->40->32->24->25->26->27->19->20
 56--21         56->48->40->32->24->25->26->27->19->20->21
 56--22         56->48->40->32->24->25->26->27->19->20->21->22
 56--23         56->48->40->32->24->25->26->27->19->20->21->22->23
 56--24         56->48->40->32->24
 56--25         56->48->40->32->24->25
 56--26         56->48->40->32->24->25->26
 56--27         56->48->40->32->24->25->26->27
 56--28         56->48->40->32->24->25->26->27->28
 56--29         56->48->40->32->24->25->26->27->28->29
 56--30         56->48->40->32->24->25->26->27->28->29->30
 56--31         56->48->40->32->24->25->26->27->28->29->30->31
 56--32         56->48->40->32
 56--33         56->48->40->32->33
 56--34         56->48->40->32->33->34
 56--36         56->48->40->41->42->43->44->36
 56--37         56->48->40->41->42->43->44->36->37
 56--38         56->48->40->41->42->43->44->36->37->38
 56--39         56->48->40->41->42->43->44->36->37->38->39
 56--40         56->48->40
 56--41         56->48->40->41
 56--42         56->48->40->41->42
 56--43         56->48->40->41->42->43
 56--44         56->48->40->41->42->43->44
 56--45         56->48->40->41->42->43->44->45
 56--46         56->48->40->41->42->43->44->45->46
 56--47         56->48->40->41->42->43->44->45->46->47
 56--48         56->48
 56--49         56->48->49
 56--50         56->48->49->50
 56--51         56->48->49->50->51
 56--52         56->48->49->50->51->52
 56--53         56->48->49->50->51->52->53
 56--54         56->48->49->50->51->52->53->54
 56--55         56->48->49->50->51->52->53->54->55
 56--57         56->57
 56--58         56->57->58
 56--59         56->57->58->59
 56--60         56->57->58->59->60
 56--61         56->57->58->59->60->61
 56--62         56->57->58->59->60->61->62
 56--63         56->57->58->59->60->61->62->63
 57--0         57->49->41->33->25->17->9->1->0
 57--1         57->49->41->33->25->17->9->1
 57--2         57->49->41->33->25->17->9->1->2
 57--4         57->49->41->33->25->17->9->10->11->12->4
 57--5         57->49->41->33->25->17->9->10->11->12->4->5
 57--6         57->49->41->33->25->17->9->10->11->12->4->5->6
 57--7         57->49->41->33->25->17->9->10->11->12->4->5->6->7
 57--8         57->49->41->33->25->17->9->8
 57--9         57->49->41->33->25->17->9
 57--10         57->49->41->33->25->17->9->10
 57--11         57->49->41->33->25->17->9->10->11
 57--12         57->49->41->33->25->17->9->10->11->12
 57--13         57->49->41->33->25->17->9->10->11->12->13
 57--14         57->49->41->33->25->17->9->10->11->12->13->14
 57--15         57->49->41->33->25->17->9->10->11->12->13->14->15
 57--16         57->49->41->33->25->17->16
 57--17         57->49->41->33->25->17
 57--19         57->49->41->33->25->26->27->19
 57--20         57->49->41->33->25->26->27->19->20
 57--21         57->49->41->33->25->26->27->19->20->21
 57--22         57->49->41->33->25->26->27->19->20->21->22
 57--23         57->49->41->33->25->26->27->19->20->21->22->23
 57--24         57->49->41->33->25->24
 57--25         57->49->41->33->25
 57--26         57->49->41->33->25->26
 57--27         57->49->41->33->25->26->27
 57--28         57->49->41->33->25->26->27->28
 57--29         57->49->41->33->25->26->27->28->29
 57--30         57->49->41->33->25->26->27->28->29->30
 57--31         57->49->41->33->25->26->27->28->29->30->31
 57--32         57->49->41->33->32
 57--33         57->49->41->33
 57--34         57->49->41->33->34
 57--36         57->49->41->42->43->44->36
 57--37         57->49->41->42->43->44->36->37
 57--38         57->49->41->42->43->44->36->37->38
 57--39         57->49->41->42->43->44->36->37->38->39
 57--40         57->49->41->40
 57--41         57->49->41
 57--42         57->49->41->42
 57--43         57->49->41->42->43
 57--44         57->49->41->42->43->44
 57--45         57->49->41->42->43->44->45
 57--46         57->49->41->42->43->44->45->46
 57--47         57->49->41->42->43->44->45->46->47
 57--48         57->49->48
 57--49         57->49
 57--50         57->49->50
 57--51         57->49->50->51
 57--52         57->49->50->51->52
 57--53         57->49->50->51->52->53
 57--54         57->49->50->51->52->53->54
 57--55         57->49->50->51->52->53->54->55
 57--56         57->56
 57--58         57->58
 57--59         57->58->59
 57--60         57->58->59->60
 57--61         57->58->59->60->61
 57--62         57->58->59->60->61->62
 57--63         57->58->59->60->61->62->63
 58--0         58->50->42->34->26->25->17->9->1->0
 58--1         58->50->42->34->26->25->17->9->1
 58--2         58->50->42->34->26->27->19->11->10->2
 58--4         58->50->42->34->26->27->19->11->12->4
 58--5         58->50->42->34->26->27->19->11->12->4->5
 58--6         58->50->42->34->26->27->19->11->12->4->5->6
 58--7         58->50->42->34->26->27->19->11->12->4->5->6->7
 58--8         58->50->42->34->26->25->17->9->8
 58--9         58->50->42->34->26->25->17->9
 58--10         58->50->42->34->26->27->19->11->10
 58--11         58->50->42->34->26->27->19->11
 58--12         58->50->42->34->26->27->19->11->12
 58--13         58->50->42->34->26->27->19->11->12->13
 58--14         58->50->42->34->26->27->19->11->12->13->14
 58--15         58->50->42->34->26->27->19->11->12->13->14->15
 58--16         58->50->42->34->26->25->17->16
 58--17         58->50->42->34->26->25->17
 58--19         58->50->42->34->26->27->19
 58--20         58->50->42->34->26->27->19->20
 58--21         58->50->42->34->26->27->19->20->21
 58--22         58->50->42->34->26->27->19->20->21->22
 58--23         58->50->42->34->26->27->19->20->21->22->23
 58--24         58->50->42->34->26->25->24
 58--25         58->50->42->34->26->25
 58--26         58->50->42->34->26
 58--27         58->50->42->34->26->27
 58--28         58->50->42->34->26->27->28
 58--29         58->50->42->34->26->27->28->29
 58--30         58->50->42->34->26->27->28->29->30
 58--31         58->50->42->34->26->27->28->29->30->31
 58--32         58->50->42->34->33->32
 58--33         58->50->42->34->33
 58--34         58->50->42->34
 58--36         58->50->42->43->44->36
 58--37         58->50->42->43->44->36->37
 58--38         58->50->42->43->44->36->37->38
 58--39         58->50->42->43->44->36->37->38->39
 58--40         58->50->42->41->40
 58--41         58->50->42->41
 58--42         58->50->42
 58--43         58->50->42->43
 58--44         58->50->42->43->44
 58--45         58->50->42->43->44->45
 58--46         58->50->42->43->44->45->46
 58--47         58->50->42->43->44->45->46->47
 58--48         58->50->49->48
 58--49         58->50->49
 58--50         58->50
 58--51         58->50->51
 58--52         58->50->51->52
 58--53         58->50->51->52->53
 58--54         58->50->51->52->53->54
 58--55         58->50->51->52->53->54->55
 58--56         58->57->56
 58--57         58->57
 58--59         58->59
 58--60         58->59->60
 58--61         58->59->60->61
 58--62         58->59->60->61->62
 58--63         58->59->60->61->62->63
 59--0         59->51->43->42->34->26->25->17->9->1->0
 59--1         59->51->43->42->34->26->25->17->9->1
 59--2         59->51->43->44->36->28->20->12->11->10->2
 59--4         59->51->43->44->36->28->20->12->4
 59--5         59->51->43->44->36->28->20->12->4->5
 59--6         59->51->43->44->36->28->20->12->4->5->6
 59--7         59->51->43->44->36->28->20->12->4->5->6->7
 59--8         59->51->43->42->34->26->25->17->9->8
 59--9         59->51->43->42->34->26->25->17->9
 59--10         59->51->43->44->36->28->20->12->11->10
 59--11         59->51->43->44->36->28->20->12->11
 59--12         59->51->43->44->36->28->20->12
 59--13         59->51->43->44->36->28->20->12->13
 59--14         59->51->43->44->36->28->20->12->13->14
 59--15         59->51->43->44->36->28->20->12->13->14->15
 59--16         59->51->43->42->34->26->25->17->16
 59--17         59->51->43->42->34->26->25->17
 59--19         59->51->43->44->36->28->20->19
 59--20         59->51->43->44->36->28->20
 59--21         59->51->43->44->36->28->20->21
 59--22         59->51->43->44->36->28->20->21->22
 59--23         59->51->43->44->36->28->20->21->22->23
 59--24         59->51->43->42->34->26->25->24
 59--25         59->51->43->42->34->26->25
 59--26         59->51->43->42->34->26
 59--27         59->51->43->44->36->28->27
 59--28         59->51->43->44->36->28
 59--29         59->51->43->44->36->28->29
 59--30         59->51->43->44->36->28->29->30
 59--31         59->51->43->44->36->28->29->30->31
 59--32         59->51->43->42->34->33->32
 59--33         59->51->43->42->34->33
 59--34         59->51->43->42->34
 59--36         59->51->43->44->36
 59--37         59->51->43->44->36->37
 59--38         59->51->43->44->36->37->38
 59--39         59->51->43->44->36->37->38->39
 59--40         59->51->43->42->41->40
 59--41         59->51->43->42->41
 59--42         59->51->43->42
 59--43         59->51->43
 59--44         59->51->43->44
 59--45         59->51->43->44->45
 59--46         59->51->43->44->45->46
 59--47         59->51->43->44->45->46->47
 59--48         59->51->50->49->48
 59--49         59->51->50->49
 59--50         59->51->50
 59--51         59->51
 59--52         59->51->52
 59--53         59->51->52->53
 59--54         59->51->52->53->54
 59--55         59->51->52->53->54->55
 59--56         59->58->57->56
 59--57         59->58->57
 59--58         59->58
 59--60         59->60
 59--61         59->60->61
 59--62         59->60->61->62
 59--63         59->60->61->62->63
 60--0         60->52->44->36->28->20->12->11->10->2->1->0
 60--1         60->52->44->36->28->20->12->11->10->2->1
 60--2         60->52->44->36->28->20->12->11->10->2
 60--4         60->52->44->36->28->20->12->4
 60--5         60->52->44->36->28->20->12->4->5
 60--6         60->52->44->36->28->20->12->4->5->6
 60--7         60->52->44->36->28->20->12->4->5->6->7
 60--8         60->52->44->36->28->20->12->11->10->9->8
 60--9         60->52->44->36->28->20->12->11->10->9
 60--10         60->52->44->36->28->20->12->11->10
 60--11         60->52->44->36->28->20->12->11
 60--12         60->52->44->36->28->20->12
 60--13         60->52->44->36->28->20->12->13
 60--14         60->52->44->36->28->20->12->13->14
 60--15         60->52->44->36->28->20->12->13->14->15
 60--16         60->52->44->36->28->27->26->25->17->16
 60--17         60->52->44->36->28->27->26->25->17
 60--19         60->52->44->36->28->20->19
 60--20         60->52->44->36->28->20
 60--21         60->52->44->36->28->20->21
 60--22         60->52->44->36->28->20->21->22
 60--23         60->52->44->36->28->20->21->22->23
 60--24         60->52->44->36->28->27->26->25->24
 60--25         60->52->44->36->28->27->26->25
 60--26         60->52->44->36->28->27->26
 60--27         60->52->44->36->28->27
 60--28         60->52->44->36->28
 60--29         60->52->44->36->28->29
 60--30         60->52->44->36->28->29->30
 60--31         60->52->44->36->28->29->30->31
 60--32         60->52->44->43->42->34->33->32
 60--33         60->52->44->43->42->34->33
 60--34         60->52->44->43->42->34
 60--36         60->52->44->36
 60--37         60->52->44->36->37
 60--38         60->52->44->36->37->38
 60--39         60->52->44->36->37->38->39
 60--40         60->52->44->43->42->41->40
 60--41         60->52->44->43->42->41
 60--42         60->52->44->43->42
 60--43         60->52->44->43
 60--44         60->52->44
 60--45         60->52->44->45
 60--46         60->52->44->45->46
 60--47         60->52->44->45->46->47
 60--48         60->52->51->50->49->48
 60--49         60->52->51->50->49
 60--50         60->52->51->50
 60--51         60->52->51
 60--52         60->52
 60--53         60->52->53
 60--54         60->52->53->54
 60--55         60->52->53->54->55
 60--56         60->59->58->57->56
 60--57         60->59->58->57
 60--58         60->59->58
 60--59         60->59
 60--61         60->61
 60--62         60->61->62
 60--63         60->61->62->63
 61--0         61->53->45->37->29->21->13->12->11->10->2->1->0
 61--1         61->53->45->37->29->21->13->12->11->10->2->1
 61--2         61->53->45->37->29->21->13->12->11->10->2
 61--4         61->53->45->37->29->21->13->5->4
 61--5         61->53->45->37->29->21->13->5
 61--6         61->53->45->37->29->21->13->5->6
 61--7         61->53->45->37->29->21->13->5->6->7
 61--8         61->53->45->37->29->21->13->12->11->10->9->8
 61--9         61->53->45->37->29->21->13->12->11->10->9
 61--10         61->53->45->37->29->21->13->12->11->10
 61--11         61->53->45->37->29->21->13->12->11
 61--12         61->53->45->37->29->21->13->12
 61--13         61->53->45->37->29->21->13
 61--14         61->53->45->37->29->21->13->14
 61--15         61->53->45->37->29->21->13->14->15
 61--16         61->53->45->37->29->28->27->26->25->17->16
 61--17         61->53->45->37->29->28->27->26->25->17
 61--19         61->53->45->37->29->21->20->19
 61--20         61->53->45->37->29->21->20
 61--21         61->53->45->37->29->21
 61--22         61->53->45->37->29->21->22
 61--23         61->53->45->37->29->21->22->23
 61--24         61->53->45->37->29->28->27->26->25->24
 61--25         61->53->45->37->29->28->27->26->25
 61--26         61->53->45->37->29->28->27->26
 61--27         61->53->45->37->29->28->27
 61--28         61->53->45->37->29->28
 61--29         61->53->45->37->29
 61--30         61->53->45->37->29->30
 61--31         61->53->45->37->29->30->31
 61--32         61->53->45->44->43->42->34->33->32
 61--33         61->53->45->44->43->42->34->33
 61--34         61->53->45->44->43->42->34
 61--36         61->53->45->37->36
 61--37         61->53->45->37
 61--38         61->53->45->37->38
 61--39         61->53->45->37->38->39
 61--40         61->53->45->44->43->42->41->40
 61--41         61->53->45->44->43->42->41
 61--42         61->53->45->44->43->42
 61--43         61->53->45->44->43
 61--44         61->53->45->44
 61--45         61->53->45
 61--46         61->53->45->46
 61--47         61->53->45->46->47
 61--48         61->53->52->51->50->49->48
 61--49         61->53->52->51->50->49
 61--50         61->53->52->51->50
 61--51         61->53->52->51
 61--52         61->53->52
 61--53         61->53
 61--54         61->53->54
 61--55         61->53->54->55
 61--56         61->60->59->58->57->56
 61--57         61->60->59->58->57
 61--58         61->60->59->58
 61--59         61->60->59
 61--60         61->60
 61--62         61->62
 61--63         61->62->63
 62--0         62->54->46->38->30->22->14->13->12->11->10->2->1->0
 62--1         62->54->46->38->30->22->14->13->12->11->10->2->1
 62--2         62->54->46->38->30->22->14->13->12->11->10->2
 62--4         62->54->46->38->30->22->14->6->5->4
 62--5         62->54->46->38->30->22->14->6->5
 62--6         62->54->46->38->30->22->14->6
 62--7         62->54->46->38->30->22->14->6->7
 62--8         62->54->46->38->30->22->14->13->12->11->10->9->8
 62--9         62->54->46->38->30->22->14->13->12->11->10->9
 62--10         62->54->46->38->30->22->14->13->12->11->10
 62--11         62->54->46->38->30->22->14->13->12->11
 62--12         62->54->46->38->30->22->14->13->12
 62--13         62->54->46->38->30->22->14->13
 62--14         62->54->46->38->30->22->14
 62--15         62->54->46->38->30->22->14->15
 62--16         62->54->46->38->30->29->28->27->26->25->17->16
 62--17         62->54->46->38->30->29->28->27->26->25->17
 62--19         62->54->46->38->30->22->21->20->19
 62--20         62->54->46->38->30->22->21->20
 62--21         62->54->46->38->30->22->21
 62--22         62->54->46->38->30->22
 62--23         62->54->46->38->30->22->23
 62--24         62->54->46->38->30->29->28->27->26->25->24
 62--25         62->54->46->38->30->29->28->27->26->25
 62--26         62->54->46->38->30->29->28->27->26
 62--27         62->54->46->38->30->29->28->27
 62--28         62->54->46->38->30->29->28
 62--29         62->54->46->38->30->29
 62--30         62->54->46->38->30
 62--31         62->54->46->38->30->31
 62--32         62->54->46->45->44->43->42->34->33->32
 62--33         62->54->46->45->44->43->42->34->33
 62--34         62->54->46->45->44->43->42->34
 62--36         62->54->46->38->37->36
 62--37         62->54->46->38->37
 62--38         62->54->46->38
 62--39         62->54->46->38->39
 62--40         62->54->46->45->44->43->42->41->40
 62--41         62->54->46->45->44->43->42->41
 62--42         62->54->46->45->44->43->42
 62--43         62->54->46->45->44->43
 62--44         62->54->46->45->44
 62--45         62->54->46->45
 62--46         62->54->46
 62--47         62->54->46->47
 62--48         62->54->53->52->51->50->49->48
 62--49         62->54->53->52->51->50->49
 62--50         62->54->53->52->51->50
 62--51         62->54->53->52->51
 62--52         62->54->53->52
 62--53         62->54->53
 62--54         62->54
 62--55         62->54->55
 62--56         62->61->60->59->58->57->56
 62--57         62->61->60->59->58->57
 62--58         62->61->60->59->58
 62--59         62->61->60->59
 62--60         62->61->60
 62--61         62->61
 62--63         62->63
 63--0         63->55->47->39->31->23->15->14->13->12->11->10->2->1->0
 63--1         63->55->47->39->31->23->15->14->13->12->11->10->2->1
 63--2         63->55->47->39->31->23->15->14->13->12->11->10->2
 63--4         63->55->47->39->31->23->15->7->6->5->4
 63--5         63->55->47->39->31->23->15->7->6->5
 63--6         63->55->47->39->31->23->15->7->6
 63--7         63->55->47->39->31->23->15->7
 63--8         63->55->47->39->31->23->15->14->13->12->11->10->9->8
 63--9         63->55->47->39->31->23->15->14->13->12->11->10->9
 63--10         63->55->47->39->31->23->15->14->13->12->11->10
 63--11         63->55->47->39->31->23->15->14->13->12->11
 63--12         63->55->47->39->31->23->15->14->13->12
 63--13         63->55->47->39->31->23->15->14->13
 63--14         63->55->47->39->31->23->15->14
 63--15         63->55->47->39->31->23->15
 63--16         63->55->47->39->31->30->29->28->27->26->25->17->16
 63--17         63->55->47->39->31->30->29->28->27->26->25->17
 63--19         63->55->47->39->31->23->22->21->20->19
 63--20         63->55->47->39->31->23->22->21->20
 63--21         63->55->47->39->31->23->22->21
 63--22         63->55->47->39->31->23->22
 63--23         63->55->47->39->31->23
 63--24         63->55->47->39->31->30->29->28->27->26->25->24
 63--25         63->55->47->39->31->30->29->28->27->26->25
 63--26         63->55->47->39->31->30->29->28->27->26
 63--27         63->55->47->39->31->30->29->28->27
 63--28         63->55->47->39->31->30->29->28
 63--29         63->55->47->39->31->30->29
 63--30         63->55->47->39->31->30
 63--31         63->55->47->39->31
 63--32         63->55->47->46->45->44->43->42->34->33->32
 63--33         63->55->47->46->45->44->43->42->34->33
 63--34         63->55->47->46->45->44->43->42->34
 63--36         63->55->47->39->38->37->36
 63--37         63->55->47->39->38->37
 63--38         63->55->47->39->38
 63--39         63->55->47->39
 63--40         63->55->47->46->45->44->43->42->41->40
 63--41         63->55->47->46->45->44->43->42->41
 63--42         63->55->47->46->45->44->43->42
 63--43         63->55->47->46->45->44->43
 63--44         63->55->47->46->45->44
 63--45         63->55->47->46->45
 63--46         63->55->47->46
 63--47         63->55->47
 63--48         63->55->54->53->52->51->50->49->48
 63--49         63->55->54->53->52->51->50->49
 63--50         63->55->54->53->52->51->50
 63--51         63->55->54->53->52->51
 63--52         63->55->54->53->52
 63--53         63->55->54->53
 63--54         63->55->54
 63--55         63->55
 63--56         63->62->61->60->59->58->57->56
 63--57         63->62->61->60->59->58->57
 63--58         63->62->61->60->59->58
 63--59         63->62->61->60->59
 63--60         63->62->61->60
 63--61         63->62->61
 63--62         63->62
